genome_id	genome_name	taxon_id	genome_status	genome_length	gc_content	contig_l50	contig_n50	chromosomes	plasmids	contigs	patric_cds	refseq_cds	trna	rrnacoarse_consistency	fine_consistency	checkm_completeness	checkm_contamination	genome_qualitydate_created	date_modified
573.67344	Klebsiella pneumoniae 111864	573	WGS	5179375	57.5877	4	325572	0	0	37	5013		69		98.4	100.0	0.0		2024-03-03T22:20:09.309Z
573.12917	Klebsiella pneumoniae 112	573	WGS	5166027	57.46	6	241345			283	5039		81		98.5	99.7	0.7		2017-08-08T14:30:38.322Z
573.12882	Klebsiella pneumoniae 113	573	WGS	5386313	57.26	7	321022			342	5469		84		97.8	100.0	0.7		2017-08-08T14:01:45.440Z
573.12968	Klebsiella pneumoniae 114	573	WGS	5237025	57.42	14	134705			322	5184		83		96.7	99.7	0.3		2017-08-08T15:06:32.966Z
573.67356	Klebsiella pneumoniae 114298	573	WGS	5604676	57.228626	6	328755	0	0	99	5613		76		98.2	100.0	0.0		2024-03-03T22:32:35.571Z
573.67343	Klebsiella pneumoniae 114640	573	WGS	5544586	57.127277	9	231730	0	0	103	5426		71		98.5	100.0	0.0		2024-03-03T22:20:32.729Z
573.67364	Klebsiella pneumoniae 114768	573	WGS	5537361	57.26672	8	263837	0	0	84	5480		76		97.8	99.7	0.1		2024-03-03T22:37:23.672Z
573.67362	Klebsiella pneumoniae 114870	573	WGS	5527033	57.24046	6	299824	0	0	83	5496		77		98.6	100.0	0.0		2024-03-03T22:31:55.812Z
573.12927	Klebsiella pneumoniae 116	573	WGS	5572589	57.29	10	213121			355	5550		99		97.6	100.0	0.7		2017-08-08T14:35:59.505Z
573.67361	Klebsiella pneumoniae 117868	573	WGS	5443075	57.375473	6	327698	0	0	91	5402		76		98.6	100.0	0.0		2024-03-03T22:32:14.698Z
573.12902	Klebsiella pneumoniae 119	573	WGS	5301660	57.45	8	260247			335	5303		97		97.9	100.0	0.3		2017-08-08T14:20:50.384Z
573.67363	Klebsiella pneumoniae 119178	573	WGS	5437459	57.386402	7	325819	0	0	89	5384		76		98.5	100.0	0.0		2024-03-03T22:37:18.412Z
573.67367	Klebsiella pneumoniae 119464	573	WGS	5562437	57.163975	5	362771	0	0	100	5537		74		97.8	100.0	0.0		2024-03-03T22:45:57.410Z
1304918.4	Klebsiella pneumoniae 120_1020	1304918	WGS	5542623	57.2	19	89329	0	0	232	5389	5632	49		97.9	100.0	0.0		2015-03-16T03:17:09.594Z
573.67366	Klebsiella pneumoniae 122215	573	WGS	5775065	56.740868	8	205267	0	0	102	5785		80		97.7	100.0	0.1		2024-03-03T22:33:41.902Z
573.67345	Klebsiella pneumoniae 122635	573	WGS	5296609	57.35317	7	313704	0	0	57	5157		77		98.7	100.0	0.2		2024-03-03T22:20:49.297Z
573.67346	Klebsiella pneumoniae 122663	573	WGS	5496272	57.221657	5	302851	0	0	59	5326		74		97.9	100.0	0.0		2024-03-03T22:21:56.674Z
573.12960	Klebsiella pneumoniae 123	573	WGS	5499877	57.23	6	341828			314	5484		90		97.3	100.0	0.3		2017-08-08T15:03:31.694Z
573.67360	Klebsiella pneumoniae 123238	573	WGS	5592542	57.126724	6	340499	0	0	115	5615		81		98.4	100.0	0.0		2024-03-03T22:32:04.191Z
573.12965	Klebsiella pneumoniae 124	573	WGS	5514732	57.32	10	182073			311	5464		83		97.5	100.0	2.1		2017-08-08T15:05:49.063Z
573.13013	Klebsiella pneumoniae 125	573	WGS	5563123	57.29	10	209225			309	5563		86		98.2	100.0	1.0		2017-08-08T15:38:25.860Z
573.67365	Klebsiella pneumoniae 125709	573	WGS	5401776	57.330013	6	379525	0	0	63	5316		77		98.0	100.0	0.0		2024-03-03T22:32:43.535Z
573.12955	Klebsiella pneumoniae 126	573	WGS	5184348	57.58	8	270397			266	5111		88		98.0	100.0	0.6		2017-08-08T14:56:07.426Z
573.13003	Klebsiella pneumoniae 127	573	WGS	5432182	57.26	6	318755			411	5490		93		97.9	100.0	0.5		2017-08-08T15:36:07.477Z
573.67668	Klebsiella pneumoniae 128143	573	WGS	5405204	57.400536	8	230759	0	0	106	5368		67		98.5	100.0	0.0		2024-03-08T23:09:01.659Z
573.67370	Klebsiella pneumoniae 128339	573	WGS	5503038	57.229244	7	228348	0	0	72	5466		75		98.4	100.0	0.0		2024-03-03T22:32:32.721Z
573.67372	Klebsiella pneumoniae 128623	573	WGS	5727177	56.870968	11	152065	0	0	150	5709		75		97.4	100.0	0.0		2024-03-03T22:38:25.969Z
573.67371	Klebsiella pneumoniae 129439	573	WGS	5687051	56.89571	12	141215	0	0	135	5682		72		97.5	99.9	0.0		2024-03-03T22:32:51.651Z
573.67369	Klebsiella pneumoniae 129502	573	WGS	5574382	57.18962	9	209526	0	0	105	5582		78		98.5	100.0	0.0		2024-03-03T22:33:44.749Z
573.67368	Klebsiella pneumoniae 129832	573	WGS	5705949	56.892693	9	169294	0	0	135	5679		75		97.7	100.0	0.0		2024-03-03T22:37:47.432Z
573.67348	Klebsiella pneumoniae 133510	573	WGS	5681547	57.07486	8	264019	0	0	125	5742		76		98.2	100.0	0.0		2024-03-03T22:22:41.803Z
1304916.4	Klebsiella pneumoniae 140_1040	1304916	WGS	5498752	57.3	18	96146	0	0	206	5347	5558	50		97.9	100.0	0.0		2015-03-16T03:17:09.594Z
573.12872	Klebsiella pneumoniae 15	573	WGS	5504607	57.3	9	192422			245	5494		86		97.3	100.0	0.0		2017-08-08T13:56:13.785Z
573.13009	Klebsiella pneumoniae 16	573	WGS	5573380	57.19	6	334518			267	5530		88		98.1	100.0	0.4		2017-08-08T15:37:20.382Z
1304917.4	Klebsiella pneumoniae 160_1080	1304917	WGS	5390028	57.3	18	98001	0	0	144	5229	5377	52		98.1	100.0	0.0		2015-03-16T03:17:09.594Z
573.12967	Klebsiella pneumoniae 18	573	WGS	5309737	57.46	7	251083			283	5239		94		98.2	100.0	0.7		2017-08-08T15:06:11.066Z
573.65879	Klebsiella pneumoniae 1D-183	573	WGS	5287289	57.35756	7	337260	0	0	84	5199		74		98.0	100.0	0.0		2024-03-03T14:57:03.152Z
573.67672	Klebsiella pneumoniae 1D-184	573	WGS	5107595	57.56488	7	293369	0	0	49	4902		59		98.6	100.0	0.0		2024-03-08T23:08:56.501Z
573.65881	Klebsiella pneumoniae 1D-185	573	WGS	5123529	57.562824	4	372029	0	0	36	4912		71		98.5	100.0	0.0		2024-03-03T14:56:46.588Z
573.65880	Klebsiella pneumoniae 1D-186	573	WGS	5379160	57.405952	8	287979	0	0	62	5240		71		97.8	100.0	0.0		2024-03-03T14:56:54.794Z
573.65883	Klebsiella pneumoniae 1D-187	573	WGS	5477570	57.219006	4	374465	0	0	48	5335		73		98.4	100.0	0.0		2024-03-03T14:57:17.054Z
573.67670	Klebsiella pneumoniae 1D-188	573	WGS	5536922	57.101166	9	251023	0	0	105	5534		69		98.7	100.0	0.0		2024-03-08T23:08:58.985Z
573.65884	Klebsiella pneumoniae 1D-189	573	WGS	5439453	57.295208	6	349929	0	0	51	5328		72		98.4	100.0	0.0		2024-03-03T14:57:00.407Z
573.65882	Klebsiella pneumoniae 1D-190	573	WGS	5505277	57.208492	6	214640	0	0	69	5444		76		98.4	100.0	0.0		2024-03-03T14:57:22.555Z
573.67671	Klebsiella pneumoniae 1D-191	573	WGS	5226562	57.173874	6	334037	0	0	43	5088		68		97.1	97.6	0.0		2024-03-08T23:09:04.273Z
573.65885	Klebsiella pneumoniae 1D-192	573	WGS	5588714	57.001537	9	241487	0	0	90	5519		71		98.5	100.0	0.1		2024-03-03T14:57:41.854Z
573.65887	Klebsiella pneumoniae 1D-193	573	WGS	5559736	57.111687	12	175467	0	0	102	5463		74		97.6	100.0	0.0		2024-03-03T14:57:39.060Z
573.65886	Klebsiella pneumoniae 1D-195	573	WGS	5090065	57.679165	6	350499	0	0	45	4960		72		98.3	100.0	0.0		2024-03-03T14:57:07.921Z
573.65891	Klebsiella pneumoniae 1D-197	573	WGS	5514187	57.136127	8	208142	0	0	77	5375		76		98.2	100.0	0.0		2024-03-03T14:58:01.541Z
573.65890	Klebsiella pneumoniae 1D-198	573	WGS	5394192	57.307266	5	405317	0	0	57	5271		72		98.3	100.0	0.0		2024-03-03T14:57:45.570Z
573.65889	Klebsiella pneumoniae 1D-199	573	WGS	5286374	57.531837	7	297230	0	0	64	5160		74		98.6	100.0	0.0		2024-03-03T14:57:36.403Z
573.65892	Klebsiella pneumoniae 1D-200	573	WGS	5471077	57.22736	9	244933	0	0	102	5410		73		97.8	99.4	0.0		2024-03-03T14:57:57.746Z
573.65888	Klebsiella pneumoniae 1D-201	573	WGS	5273543	57.44146	7	296508	0	0	47	5172		63		98.5	100.0	0.0		2024-03-03T14:57:19.836Z
573.65895	Klebsiella pneumoniae 1D-204	573	WGS	5397934	57.3731	11	190371	0	0	87	5309		72		98.5	100.0	0.0		2024-03-03T14:57:55.010Z
573.65894	Klebsiella pneumoniae 1D-205	573	WGS	5384770	57.346775	9	244654	0	0	65	5254		73		97.6	100.0	0.0		2024-03-03T14:57:48.199Z
573.67669	Klebsiella pneumoniae 1D-206	573	WGS	5562805	57.150177	6	366227	0	0	87	5480		60		98.4	100.0	0.1		2024-03-08T23:08:53.800Z
573.62693	Klebsiella pneumoniae 20200203_MGL_09	573	WGS	5534184	57.063843	20	85836	0	0	167	5527		72		97.6	100.0	0.2		2023-10-30T14:00:54.750Z
573.67376	Klebsiella pneumoniae 20200203_MGL_09	573	WGS	5533705	57.063107	20	85836	0	0	167	5524		72		97.7	100.0	0.2		2024-03-03T23:18:10.805Z
573.62690	Klebsiella pneumoniae 20200203_MGL_10	573	WGS	5626218	57.141476	13	131613	0	0	128	5613		80		98.0	100.0	0.1		2023-10-30T14:00:12.476Z
573.67375	Klebsiella pneumoniae 20200203_MGL_10	573	WGS	5626037	57.14141	13	131613	0	0	128	5619		78		98.1	100.0	0.1		2024-03-03T23:18:08.062Z
573.67418	Klebsiella pneumoniae 20200203_MGL_14	573	WGS	5618473	57.11381	21	81822	0	0	168	5523		72		98.2	99.2	0.2		2024-03-03T23:24:37.834Z
573.62719	Klebsiella pneumoniae 20200203_MGL_18	573	WGS	5520020	57.16126	16	106734	0	0	156	5471		75		97.9	100.0	0.0		2023-10-30T15:02:54.566Z
573.67402	Klebsiella pneumoniae 20200203_MGL_18	573	WGS	5520036	57.160896	16	106734	0	0	156	5472		75		97.9	100.0	0.0		2024-03-03T23:26:48.839Z
573.62728	Klebsiella pneumoniae 20200317_MGL_34	573	WGS	5508902	57.273464	15	109327	0	0	132	5435		77		97.5	100.0	0.0		2023-10-30T16:01:21.789Z
573.67413	Klebsiella pneumoniae 20200317_MGL_34	573	WGS	5507970	57.273586	15	109339	0	0	132	5433		77		97.5	100.0	0.0		2024-03-03T23:23:55.287Z
573.62727	Klebsiella pneumoniae 20200317_MGL_39	573	WGS	5590915	57.260002	16	104501	0	0	149	5562		82		98.1	100.0	0.1		2023-10-30T16:01:12.708Z
573.67412	Klebsiella pneumoniae 20200317_MGL_39	573	WGS	5591110	57.259613	16	104501	0	0	149	5563		82		98.1	100.0	0.1		2024-03-03T23:23:39.479Z
573.62703	Klebsiella pneumoniae 20200622_MGL_63	573	WGS	5547096	57.303333	20	95423	0	0	174	5532		81		98.2	100.0	0.0		2023-10-30T14:02:04.702Z
573.67386	Klebsiella pneumoniae 20200622_MGL_63	573	WGS	5547125	57.30336	20	95423	0	0	174	5531		81		98.2	100.0	0.0		2024-03-03T23:19:24.184Z
573.62705	Klebsiella pneumoniae 20200622_MGL_64	573	WGS	5624339	57.087456	14	126681	0	0	165	5525		75		97.9	100.0	0.0		2023-10-30T14:02:13.510Z
573.67385	Klebsiella pneumoniae 20200622_MGL_64	573	WGS	5623340	57.087353	14	126681	0	0	165	5521		75		97.9	100.0	0.0		2024-03-03T23:19:10.704Z
573.62702	Klebsiella pneumoniae 20200622_MGL_68	573	WGS	5615904	57.110718	14	107324	0	0	157	5498		75		97.7	100.0	0.1		2023-10-30T14:02:01.929Z
573.67388	Klebsiella pneumoniae 20200622_MGL_68	573	WGS	5615721	57.11069	14	107324	0	0	157	5496		73		97.7	100.0	0.1		2024-03-03T23:19:16.329Z
573.62700	Klebsiella pneumoniae 20200622_MGL_70	573	WGS	5552113	57.13569	22	89681	0	0	184	5531		75		98.3	100.0	0.0		2023-10-30T14:01:39.787Z
573.67389	Klebsiella pneumoniae 20200622_MGL_70	573	WGS	5551929	57.135654	22	89681	0	0	184	5531		73		98.3	100.0	0.0		2024-03-03T23:19:34.436Z
573.62698	Klebsiella pneumoniae 20200622_MGL_72	573	WGS	5589068	57.113403	17	108512	0	0	142	5606		76		98.0	100.0	0.0		2023-10-30T14:01:33.569Z
573.67387	Klebsiella pneumoniae 20200622_MGL_72	573	WGS	5589140	57.11333	17	108512	0	0	142	5605		76		98.0	100.0	0.0		2024-03-03T23:19:40.234Z
573.62701	Klebsiella pneumoniae 20200622_MGL_73	573	WGS	5612360	57.046555	11	157665	0	0	109	5622		77		97.9	99.9	0.0		2023-10-30T14:01:46.832Z
573.67384	Klebsiella pneumoniae 20200622_MGL_73	573	WGS	5612454	57.046204	11	157665	0	0	109	5632		77		97.9	99.9	0.0		2024-03-03T23:19:02.004Z
573.12986	Klebsiella pneumoniae 21	573	WGS	5459185	57.36	11	199130			294	5390		85		97.4	100.0	0.7		2017-08-08T15:21:22.652Z
573.12926	Klebsiella pneumoniae 23	573	WGS	5068350	57.79	7	334946			225	4917		92		98.4	98.3	0.0		2017-08-08T14:34:26.543Z
573.13005	Klebsiella pneumoniae 24	573	WGS	5474324	57.18	7	349480			272	5468		82		97.9	100.0	1.0		2017-08-08T15:36:39.066Z
573.46320	Klebsiella pneumoniae 2485STDY5438194	573	WGS	5199637	57.509804	7	315616	0	0	64	5089		78		94.39	99.78	0.0		2022-03-25T20:32:52.125Z
573.46314	Klebsiella pneumoniae 2485STDY5438195	573	WGS	5540315	57.219833	4	343862	0	0	82	5470		70		94.27	99.78	0.0		2022-03-25T20:32:55.315Z
573.46182	Klebsiella pneumoniae 2485STDY5438196	573	WGS	5502564	57.25109	6	394298	0	0	68	5419		72		94.21	99.78	0.0		2022-03-25T20:28:11.231Z
573.46183	Klebsiella pneumoniae 2485STDY5438197	573	WGS	5575251	56.864437	8	247769	0	0	111	5626		71		94.21	99.78	0.11		2022-03-25T20:28:13.565Z
573.46187	Klebsiella pneumoniae 2485STDY5438198	573	WGS	5563092	56.872276	7	256297	0	0	114	5621		72		93.91	99.78	0.11		2022-03-25T20:29:48.083Z
573.46185	Klebsiella pneumoniae 2485STDY5438199	573	WGS	5527315	56.916985	7	268802	0	0	105	5577		71		94.15	99.78	0.11		2022-03-25T20:28:23.328Z
573.46184	Klebsiella pneumoniae 2485STDY5438200	573	WGS	5285283	57.391533	10	193830	0	0	82	5177		41		94.15	99.78	0.0		2022-03-25T20:28:08.968Z
573.46186	Klebsiella pneumoniae 2485STDY5438202	573	WGS	5364027	57.31981	7	284344	0	0	58	5201		75		93.85	98.89	0.0		2022-03-25T20:29:42.486Z
573.46188	Klebsiella pneumoniae 2485STDY5438203	573	WGS	5548348	57.214867	5	343862	0	0	89	5477		69		94.09	99.78	0.0		2022-03-25T20:28:16.057Z
573.46189	Klebsiella pneumoniae 2485STDY5438204	573	WGS	5471882	57.17775	5	270154	0	0	83	5423		70		94.33	99.78	0.0		2022-03-25T20:28:38.800Z
573.46190	Klebsiella pneumoniae 2485STDY5438205	573	WGS	5575839	56.866653	7	277695	0	0	108	5635		72		94.21	99.78	0.22		2022-03-25T20:28:37.488Z
573.46191	Klebsiella pneumoniae 2485STDY5438206	573	WGS	5564966	56.865273	7	256297	0	0	111	5620		72		93.91	99.78	0.11		2022-03-25T20:29:33.070Z
573.46192	Klebsiella pneumoniae 2485STDY5438207	573	WGS	5516845	57.224808	9	224371	0	0	84	5427		71		93.79	99.78	0.0		2022-03-25T20:29:31.862Z
573.46193	Klebsiella pneumoniae 2485STDY5438208	573	WGS	5551760	57.20069	4	402891	0	0	79	5490		68		94.15	99.78	0.0		2022-03-25T20:28:19.629Z
573.46194	Klebsiella pneumoniae 2485STDY5438210	573	WGS	5492595	57.1441	5	228223	0	0	90	5440		66		94.39	99.78	0.0		2022-03-25T20:28:20.837Z
573.46195	Klebsiella pneumoniae 2485STDY5438213	573	WGS	5431771	57.353172	5	377176	0	0	63	5408		78		93.49	99.78	0.33		2022-03-25T20:28:14.843Z
573.46196	Klebsiella pneumoniae 2485STDY5438214	573	WGS	5473909	57.164196	5	270155	0	0	89	5414		69		94.33	99.78	0.0		2022-03-25T20:28:26.158Z
573.46197	Klebsiella pneumoniae 2485STDY5438216	573	WGS	5484814	57.279263	9	199928	0	0	96	5376		37		93.67	99.78	0.0		2022-03-25T20:28:17.269Z
573.46198	Klebsiella pneumoniae 2485STDY5438217	573	WGS	5534723	57.15894	5	362597	0	0	119	5503		72		93.73	99.78	0.11		2022-03-25T20:28:48.902Z
573.46199	Klebsiella pneumoniae 2485STDY5438218	573	WGS	5346291	57.471153	4	492023	0	0	50	5247		70		94.03	99.78	0.0		2022-03-25T20:28:18.502Z
573.46200	Klebsiella pneumoniae 2485STDY5438219	573	WGS	5313914	57.31649	6	239347	0	0	67	5223		70		94.33	99.78	0.11		2022-03-25T20:28:27.575Z
573.46201	Klebsiella pneumoniae 2485STDY5438220	573	WGS	5505889	57.246086	6	323393	0	0	74	5430		68		94.09	99.78	0.0		2022-03-25T20:29:44.706Z
573.46202	Klebsiella pneumoniae 2485STDY5438221	573	WGS	5391198	57.350796	7	228517	0	0	71	5290		72		94.33	99.78	0.0		2022-03-25T20:29:50.533Z
573.46203	Klebsiella pneumoniae 2485STDY5438223	573	WGS	5359207	57.408176	4	374123	0	0	65	5244		73		94.39	99.78	0.0		2022-03-25T20:30:11.496Z
573.46204	Klebsiella pneumoniae 2485STDY5438224	573	WGS	5423707	57.126797	10	166301	0	0	111	5408		39		93.97	99.67	0.0		2022-03-25T20:30:12.595Z
573.46205	Klebsiella pneumoniae 2485STDY5438225	573	WGS	5631320	56.922142	9	213633	0	0	97	5576		72		93.55	99.78	0.0		2022-03-25T20:29:58.846Z
573.46206	Klebsiella pneumoniae 2485STDY5438226	573	WGS	5310742	57.410263	4	389320	0	0	48	5211		71		94.15	99.78	0.11		2022-03-25T20:28:24.925Z
573.46323	Klebsiella pneumoniae 2485STDY5438227	573	WGS	5513976	57.239243	5	343862	0	0	73	5443		72		94.09	99.78	0.11		2022-03-25T20:32:30.391Z
573.46207	Klebsiella pneumoniae 2485STDY5438228	573	WGS	5572887	56.86096	7	317143	0	0	109	5626		74		94.15	99.78	0.11		2022-03-25T20:28:50.150Z
573.46208	Klebsiella pneumoniae 2485STDY5438229	573	WGS	5579687	56.85122	8	256297	0	0	117	5630		71		94.15	99.78	0.11		2022-03-25T20:28:51.379Z
573.46211	Klebsiella pneumoniae 2485STDY5438230	573	WGS	5208056	57.493565	5	232257	0	0	73	5061		70		94.15	99.78	0.0		2022-03-25T20:29:52.983Z
573.46210	Klebsiella pneumoniae 2485STDY5438232	573	WGS	5463989	57.08392	8	226479	0	0	70	5320		68		94.09	99.78	0.0		2022-03-25T20:29:54.112Z
573.46209	Klebsiella pneumoniae 2485STDY5438234	573	WGS	5624541	57.203777	7	219645	0	0	129	5540		70		93.19	99.78	0.0		2022-03-25T20:30:04.533Z
573.46212	Klebsiella pneumoniae 2485STDY5438235	573	WGS	5550049	57.213676	5	343862	0	0	92	5477		72		94.09	99.78	0.0		2022-03-25T20:28:53.877Z
573.46213	Klebsiella pneumoniae 2485STDY5438236	573	WGS	5619856	57.039112	5	387956	0	0	62	5519		78		93.67	99.44	0.0		2022-03-25T20:28:55.307Z
573.46214	Klebsiella pneumoniae 2485STDY5438237	573	WGS	5585656	56.859444	8	256297	0	0	123	5643		70		94.09	99.78	0.11		2022-03-25T20:28:56.549Z
573.46215	Klebsiella pneumoniae 2485STDY5438238	573	WGS	5503922	57.13293	8	225751	0	0	84	5396		74		94.03	99.78	0.0		2022-03-25T20:28:52.616Z
573.46216	Klebsiella pneumoniae 2485STDY5438240	573	WGS	5333282	57.504555	7	293101	0	0	66	5201		70		93.79	99.78	0.0		2022-03-25T20:29:59.997Z
573.46217	Klebsiella pneumoniae 2485STDY5438241	573	WGS	5817730	56.61062	9	257657	0	0	140	5794		70		93.67	99.78	0.0		2022-03-25T20:30:10.261Z
573.46219	Klebsiella pneumoniae 2485STDY5438242	573	WGS	5625169	57.20733	6	317713	0	0	120	5548		73		93.13	99.78	0.0		2022-03-25T20:30:47.462Z
573.46218	Klebsiella pneumoniae 2485STDY5438243	573	WGS	5487111	57.170376	6	270002	0	0	94	5426		70		94.45	99.78	0.0		2022-03-25T20:28:58.830Z
573.46220	Klebsiella pneumoniae 2485STDY5438244	573	WGS	5609082	57.082798	11	170878	0	0	92	5524		77		94.15	99.78	0.11		2022-03-25T20:29:23.064Z
573.46221	Klebsiella pneumoniae 2485STDY5438247	573	WGS	5531365	57.117493	9	222623	0	0	87	5405		70		93.97	99.78	0.11		2022-03-25T20:29:43.550Z
573.46222	Klebsiella pneumoniae 2485STDY5438248	573	WGS	5375979	57.09403	9	246409	0	0	79	5302		71		93.67	99.78	0.0		2022-03-25T20:29:45.836Z
573.46223	Klebsiella pneumoniae 2485STDY5438249	573	WGS	5630761	56.917953	10	188346	0	0	111	5588		69		93.49	99.78	0.0		2022-03-25T20:30:17.324Z
573.46224	Klebsiella pneumoniae 2485STDY5438250	573	WGS	5477241	57.116257	4	343581	0	0	79	5431		70		94.45	99.78	0.0		2022-03-25T20:30:51.064Z
573.46226	Klebsiella pneumoniae 2485STDY5438252	573	WGS	5387607	57.30741	6	350088	0	0	56	5255		74		93.49	99.78	0.11		2022-03-25T20:30:15.046Z
573.46225	Klebsiella pneumoniae 2485STDY5438253	573	WGS	5549670	56.87493	7	317143	0	0	101	5580		74		94.03	99.78	0.11		2022-03-25T20:29:24.259Z
573.46227	Klebsiella pneumoniae 2485STDY5438254	573	WGS	5301797	57.320507	7	311162	0	0	52	5207		65		94.15	99.78	0.0		2022-03-25T20:30:06.938Z
573.46228	Klebsiella pneumoniae 2485STDY5438256	573	WGS	5460207	57.081738	8	240936	0	0	71	5321		66		94.15	99.78	0.0		2022-03-25T20:30:16.191Z
573.46229	Klebsiella pneumoniae 2485STDY5438257	573	WGS	5575302	56.861477	9	173578	0	0	127	5623		57		94.15	99.78	0.11		2022-03-25T20:29:46.947Z
573.46230	Klebsiella pneumoniae 2485STDY5438258	573	WGS	5510544	57.23894	6	343862	0	0	75	5436		73		94.09	99.78	0.0		2022-03-25T20:30:23.113Z
573.46231	Klebsiella pneumoniae 2485STDY5438259	573	WGS	5489791	57.150845	6	304610	0	0	88	5433		68		94.33	99.78	0.0		2022-03-25T20:30:13.873Z
573.46232	Klebsiella pneumoniae 2485STDY5438260	573	WGS	5586124	56.85971	7	268803	0	0	116	5639		71		93.97	99.78	0.11		2022-03-25T20:29:51.796Z
573.46233	Klebsiella pneumoniae 2485STDY5438261	573	WGS	5584346	57.118454	7	315976	0	0	85	5455		74		93.67	99.78	0.0		2022-03-25T20:31:00.571Z
573.46234	Klebsiella pneumoniae 2485STDY5438262	573	WGS	5301368	57.320282	7	311162	0	0	54	5205		65		94.03	99.78	0.0		2022-03-25T20:29:26.401Z
573.46235	Klebsiella pneumoniae 2485STDY5438264	573	WGS	5443345	57.381664	6	387077	0	0	69	5339		67		94.03	99.78	0.0		2022-03-25T20:29:49.223Z
573.46236	Klebsiella pneumoniae 2485STDY5438265	573	WGS	5517681	56.93577	7	268803	0	0	106	5563		71		94.15	99.78	0.11		2022-03-25T20:29:57.665Z
573.46237	Klebsiella pneumoniae 2485STDY5438266	573	WGS	5480666	57.27331	5	382980	0	0	58	5385		75		94.27	99.78	0.0		2022-03-25T20:29:55.308Z
573.46238	Klebsiella pneumoniae 2485STDY5438267	573	WGS	5546667	57.212772	4	396994	0	0	84	5483		75		94.15	99.78	0.0		2022-03-25T20:29:56.503Z
573.46239	Klebsiella pneumoniae 2485STDY5438268	573	WGS	5584744	56.856804	8	256297	0	0	119	5635		71		94.15	99.78	0.11		2022-03-25T20:29:40.225Z
573.46241	Klebsiella pneumoniae 2485STDY5438269	573	WGS	5477835	56.96661	6	317155	0	0	96	5494		77		94.33	99.78	0.11		2022-03-25T20:30:08.020Z
573.46240	Klebsiella pneumoniae 2485STDY5438270	573	WGS	5583110	56.85104	8	256297	0	0	123	5648		71		94.03	99.78	0.11		2022-03-25T20:29:36.547Z
573.46242	Klebsiella pneumoniae 2485STDY5438271	573	WGS	5478026	57.345585	16	113674	0	0	256	5530		44		93.61	99.78	0.11		2022-03-25T20:29:37.794Z
