genome_id	genome_name	isolation_country	host_name	collection_date	disease	mlst
"1438740.3"	"Klebsiella pneumoniae CHS 34"	"USA"	"Human, Homo sapiens"	"2013-09-09"		"MLST.klebsiella.258"
"1328362.3"	"Klebsiella pneumoniae MGH 17"	"USA"	"Human, Homo sapiens"	"2012-08-01"		"MLST.klebsiella.134"
"1328363.3"	"Klebsiella pneumoniae MGH 18"	"USA"	"Human, Homo sapiens"	"2012-08-01"		"MLST.klebsiella.20"
"1328364.3"	"Klebsiella pneumoniae MGH 19"	"USA"	"Human, Homo sapiens"	"2012-08-01"		"MLST.klebsiella.1432"
"1328365.3"	"Klebsiella pneumoniae MGH 20"	"USA"	"Human, Homo sapiens"	"2012-08-01"		"MLST.klebsiella.1433"
"1328366.3"	"Klebsiella pneumoniae MGH 21"	"USA"	"Human, Homo sapiens"	"2012-08-01"		"MLST.klebsiella.111"
"1328367.3"	"Klebsiella pneumoniae MGH 29"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.258"
"1328368.3"	"Klebsiella pneumoniae MGH 30"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.37"
"1328369.3"	"Klebsiella pneumoniae MGH 31"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.258"
"1328370.3"	"Klebsiella pneumoniae MGH 32"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.111"
"1328371.3"	"Klebsiella pneumoniae MGH 35"	"USA"	"Human, Homo sapiens"	"2012-10-01"		"MLST.klebsiella.392"
"1328372.3"	"Klebsiella pneumoniae MGH 36"	"USA"	"Human, Homo sapiens"	"2012-10-01"		"MLST.klebsiella.466"
"1328374.3"	"Klebsiella pneumoniae MGH 40"	"USA"	"Human, Homo sapiens"	"2012-10-01"		"MLST.klebsiella.1434"
"1328375.3"	"Klebsiella pneumoniae MGH 43"	"USA"	"Human, Homo sapiens"	"2012-10-01"		"MLST.klebsiella.307"
"1328376.3"	"Klebsiella pneumoniae MGH 44"	"USA"	"Human, Homo sapiens"	"2012-10-01"		"MLST.klebsiella.1435"
"1328377.3"	"Klebsiella pneumoniae MGH 45"	"USA"	"Human, Homo sapiens"	"2012-11-01"		"MLST.klebsiella.1084"
"1328378.3"	"Klebsiella pneumoniae MGH 46"	"USA"	"Human, Homo sapiens"	"2012-11-01"		"MLST.klebsiella.14"
"1328379.3"	"Klebsiella pneumoniae MGH 47"	"USA"	"Human, Homo sapiens"	"2012-11-01"		"MLST.klebsiella.37"
"1328380.3"	"Klebsiella pneumoniae MGH 48"	"USA"	"Human, Homo sapiens"	"2012-11-01"		"MLST.klebsiella.1436"
"1328382.3"	"Klebsiella pneumoniae BWH 15"	"USA"	"Human, Homo sapiens"	"2012-03-12"		"MLST.klebsiella.113"
"1328383.3"	"Klebsiella pneumoniae BWH 22"	"USA"	"Human, Homo sapiens"	"2012-06-01"		"MLST.klebsiella.258"
"1328384.3"	"Klebsiella pneumoniae BWH 28"	"USA"	"Human, Homo sapiens"	"2012-08-01"		"MLST.klebsiella.133"
"1328385.3"	"Klebsiella pneumoniae BWH 30"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.1431"
"1328386.3"	"Klebsiella pneumoniae BWH 36"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.258"
"1328387.3"	"Klebsiella pneumoniae BWH 41"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.258"
"1328389.3"	"Klebsiella pneumoniae UCICRE 1"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.258"
"1328390.3"	"Klebsiella pneumoniae UCICRE 2"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.37"
"1328391.3"	"Klebsiella pneumoniae UCICRE 4"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.14"
"1328392.3"	"Klebsiella pneumoniae UCICRE 6"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.86"
"1328393.3"	"Klebsiella pneumoniae UCICRE 7"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.17"
"1328394.3"	"Klebsiella pneumoniae UCICRE 8"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.1198"
"1328395.3"	"Klebsiella pneumoniae UCICRE 10"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.596"
"1328396.3"	"Klebsiella pneumoniae UCICRE 13"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.258"
"1328397.3"	"Klebsiella pneumoniae UCICRE 14"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.1437"
"1328398.3"	"Klebsiella pneumoniae BIDMC 1"	"USA"	"Human, Homo sapiens"	"2010-08-01"		"MLST.klebsiella.258"
"1328399.3"	"Klebsiella pneumoniae BIDMC 2A"	"USA"	"Human, Homo sapiens"	"2010-05-01"		"MLST.klebsiella.258"
"1328401.3"	"Klebsiella pneumoniae BIDMC 5"	"USA"	"Human, Homo sapiens"	"2008-07-01"		"MLST.klebsiella.258"
"1328402.3"	"Klebsiella pneumoniae BIDMC 7A"	"USA"	"Human, Homo sapiens"	"2012-04-01"		"MLST.klebsiella.258"
"1328403.3"	"Klebsiella pneumoniae BIDMC 7B"	"USA"	"Human, Homo sapiens"	"2012-04-01"		"MLST.klebsiella.258"
"1328404.3"	"Klebsiella pneumoniae BIDMC 10"	"USA"	"Human, Homo sapiens"	"2009-08-01"		"MLST.klebsiella.258"
"1328405.3"	"Klebsiella pneumoniae BIDMC 11"	"USA"	"Human, Homo sapiens"	"2008-12-01"		"MLST.klebsiella.14"
"1328406.3"	"Klebsiella pneumoniae BIDMC 12A"	"USA"	"Human, Homo sapiens"	"2012-04-01"		"MLST.klebsiella.258"
"1328408.3"	"Klebsiella pneumoniae BIDMC 12C"	"USA"	"Human, Homo sapiens"	"2012-05-01"		"MLST.klebsiella.258"
"1328409.3"	"Klebsiella pneumoniae BIDMC 13"	"USA"	"Human, Homo sapiens"	"2009-11-01"		"MLST.klebsiella.258"
"1328410.3"	"Klebsiella pneumoniae BIDMC 14"	"USA"	"Human, Homo sapiens"	"2009-11-01"		"MLST.klebsiella.258"
"1328411.3"	"Klebsiella pneumoniae BIDMC 16"	"USA"	"Human, Homo sapiens"	"2009-11-01"		"MLST.klebsiella.258"
"1328412.3"	"Klebsiella pneumoniae BIDMC 18A"	"USA"	"Human, Homo sapiens"	"2012-05-01"		"MLST.klebsiella.258"
"1328413.3"	"Klebsiella pneumoniae BIDMC 18B"	"USA"	"Human, Homo sapiens"	"2010-12-01"		"MLST.klebsiella.258"
"1328414.3"	"Klebsiella pneumoniae BIDMC 18C"	"USA"	"Human, Homo sapiens"	"2010-11-01"		"MLST.klebsiella.258"
"1328415.3"	"Klebsiella pneumoniae BIDMC 18D"	"USA"	"Human, Homo sapiens"	"2010-08-01"		"MLST.klebsiella.37"
"1328416.3"	"Klebsiella pneumoniae BIDMC 21"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.37"
"1328417.3"	"Klebsiella pneumoniae BIDMC 22"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.1189"
"1328418.3"	"Klebsiella pneumoniae BIDMC 23"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.111"
"1328419.3"	"Klebsiella pneumoniae BIDMC 24"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.1430"
"1328420.3"	"Klebsiella pneumoniae BIDMC 25"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.186"
"1328421.3"	"Klebsiella pneumoniae BIDMC 32"	"USA"	"Human, Homo sapiens"	"2012-08-01"		"MLST.klebsiella.258"
"1328423.3"	"Klebsiella pneumoniae BIDMC 34"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.258"
"1328424.3"	"Klebsiella pneumoniae BIDMC 35"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.17"
"1328425.3"	"Klebsiella pneumoniae BIDMC 36"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.661"
"1328426.3"	"Klebsiella pneumoniae BIDMC 40"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.34"
"1328427.3"	"Klebsiella pneumoniae BIDMC 41"	"USA"	"Human, Homo sapiens"	"2012-09-01"		"MLST.klebsiella.37"
"1329843.3"	"Klebsiella pneumoniae BIDMC 33B"	"USA"	"Human, Homo sapiens"	"2012-08-01"		"MLST.klebsiella.15"
"1400160.3"	"Klebsiella pneumoniae BIDMC 42a"	"USA"	"Human, Homo sapiens"	"2012-12-01"		"MLST.klebsiella.258"
"1400161.3"	"Klebsiella pneumoniae BIDMC 42b"	"USA"	"Human, Homo sapiens"	"2012-12-01"		"MLST.klebsiella.258"
"1400162.3"	"Klebsiella pneumoniae BIDMC 45"	"USA"	"Human, Homo sapiens"	"2013-02-01"		"MLST.klebsiella.258"
"1400163.3"	"Klebsiella pneumoniae BIDMC 46a"	"USA"	"Human, Homo sapiens"	"2013-02-01"		"MLST.klebsiella.37"
"1400164.3"	"Klebsiella pneumoniae BIDMC 46b"	"USA"	"Human, Homo sapiens"	"2013-02-01"		"MLST.klebsiella.3614"
"1400165.3"	"Klebsiella pneumoniae BIDMC 47"	"USA"	"Human, Homo sapiens"	"2012-12-01"		"MLST.klebsiella.540"
"1400166.3"	"Klebsiella pneumoniae BIDMC 48"	"USA"	"Human, Homo sapiens"	"2012-12-01"		"MLST.klebsiella.37"
"1400167.3"	"Klebsiella pneumoniae BIDMC 51"	"USA"	"Human, Homo sapiens"	"2013-02-01"		"MLST.klebsiella.36"
"1400169.3"	"Klebsiella pneumoniae BIDMC 53"	"USA"	"Human, Homo sapiens"	"2013-02-01"		"MLST.klebsiella.37"
"1400170.3"	"Klebsiella pneumoniae UCI 17"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.437"
"1400171.3"	"Klebsiella pneumoniae UCI 18"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.641"
"1400172.3"	"Klebsiella pneumoniae UCI 19"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.258"
"1400173.3"	"Klebsiella pneumoniae UCI 20"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.3832"
"1400174.3"	"Klebsiella pneumoniae UCI 21"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.258"
"1400175.3"	"Klebsiella pneumoniae UCI 22"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.258"
"1400176.3"	"Klebsiella pneumoniae UCI 25"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.873"
"1400177.3"	"Klebsiella pneumoniae UCI 26"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.3833"
"1400178.3"	"Klebsiella pneumoniae UCI 33"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.258"
"1400179.3"	"Klebsiella pneumoniae UCI 34"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.1444"
"1400180.3"	"Klebsiella pneumoniae UCI 37"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.258"
"1400181.3"	"Klebsiella pneumoniae UCI 38"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.258"
"1400182.3"	"Klebsiella pneumoniae UCI 41"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.258"
"1400183.3"	"Klebsiella pneumoniae UCI 42"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.86"
"1400184.3"	"Klebsiella pneumoniae UCI 43"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.258"
"1400185.3"	"Klebsiella pneumoniae UCI 44"	"USA"	"Human, Homo sapiens"			"MLST.klebsiella.258"
"1438741.3"	"Klebsiella pneumoniae CHS 35"	"USA"	"Human, Homo sapiens"	"2013-09-08"		"MLST.klebsiella.258"
"1438742.3"	"Klebsiella pneumoniae CHS 36"	"USA"	"Human, Homo sapiens"	"2013-08-26"		"MLST.klebsiella.258"
"1438743.3"	"Klebsiella pneumoniae CHS 37"	"USA"	"Human, Homo sapiens"	"2013-08-26"		"MLST.klebsiella.258"
"1438744.3"	"Klebsiella pneumoniae CHS 38"	"USA"	"Human, Homo sapiens"	"2013-08-14"		"MLST.klebsiella.258"
"1438745.3"	"Klebsiella pneumoniae CHS 39"	"USA"	"Human, Homo sapiens"	"2013-07-22"		"MLST.klebsiella.258"
"1438746.3"	"Klebsiella pneumoniae CHS 40"	"USA"	"Human, Homo sapiens"	"2013-10-19"		"MLST.klebsiella.258"
"1438747.3"	"Klebsiella pneumoniae CHS 41"	"USA"	"Human, Homo sapiens"	"2013-08-29"		"MLST.klebsiella.258"
"1438748.3"	"Klebsiella pneumoniae CHS 42"	"USA"	"Human, Homo sapiens"	"2013-09-10"		"MLST.klebsiella.258"
"1438749.3"	"Klebsiella pneumoniae CHS 43"	"USA"	"Human, Homo sapiens"	"2013-08-12"		"MLST.klebsiella.25"
